id,timestamp_utc,tool_name,arguments,result
e12b7682-0222-40d1-ab93-48cffb029699,2026-05-07T20:47:19Z,score_gpt,"{""sentence"": ""The meeting was brokered by music publicist Rob Goldstone who promised the campaign information.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information without loaded language or subjective framing.""}"
f570fb20-9099-4331-bcfb-6de535c79525,2026-05-07T20:47:22Z,score_gpt,"{""sentence"": ""“This is a debate we want to have,” he said.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence is neutral, merely reporting a person's statement without any bias or loaded language.""}"
fadd4f0f-6db3-4fc5-a4a5-bcf0f5b9afd5,2026-05-07T20:47:25Z,score_gpt,"{""sentence"": ""California and New York likewise announced that they will sue over what Gov. Gavin Newsom of California called the president’s “vanity project,” and a roster of other groups lined up to do the same.""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase 'vanity project' conveys a negative connotation about the president's actions, indicating potential bias in language choice.""}"
431d9788-5253-4715-acd0-8ea816946412,2026-05-07T20:47:27Z,score_gpt,"{""sentence"": ""Republican presidential nominee Mitt Romney has repeatedly targeted the Obama administration for not taking a firm enough stance against Iran, claiming on many occasions that the president has “thrown Israel under a bus.”""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase 'thrown Israel under a bus' carries a negative connotation and reflects a partisan viewpoint.""}"
c91db1d9-abe6-40d7-a4b5-d3e90c901bea,2026-05-07T20:47:29Z,score_gpt,"{""sentence"": ""Mr. Trump said his decision was largely coming down to instinct.""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports a direct quote without any loaded language or opinion, maintaining neutrality.""}"
e97a5c85-a8a5-497d-b0cd-2024f78fd74f,2026-05-07T20:47:31Z,score_gpt,"{""sentence"": ""He continued: “That she should be saying that?""}","{""bias_score"": 0.2, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase suggests a judgment on the speaker's credibility or appropriateness, indicating a slight bias in language choice.""}"
c0a8af85-2533-4d1c-af6b-b8e7d6b16826,2026-05-07T20:47:35Z,score_gpt,"{""sentence"": ""\""I can assure you that my sole intention in accepting it was to voice Israel's grave concerns about a potential nuclear agreement with Iran that could threaten the survival of my country,\"" he told the senators in a letter.""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The statement presents a personal viewpoint without inflammatory language or misleading information, indicating minimal bias.""}"
1a9afa30-8f03-4875-b15e-efd03995f63e,2026-05-07T20:47:38Z,score_gpt,"{""sentence"": ""And unlike either of the Bushes, he is taking action after failing to persuade lawmakers to go along with his plans through the regular appropriations process.""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The phrasing implies a critique of the Bushes' methods, indicating a negative framing of their actions compared to the subject's approach.""}"
ad394247-2a5c-41b5-b164-64a32f2be51a,2026-05-07T20:47:40Z,score_gpt,"{""sentence"": ""If the material was too sensitive to share publicly months, weeks or days ago, what changed on Wednesday?""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence poses a rhetorical question without overtly biased language or manipulation of facts.""}"
760a20b8-1ba6-4ebe-9f91-7cceab9976d5,2026-05-07T20:47:42Z,score_gpt,"{""sentence"": ""And we have 32 districts that are in states where there is no presidential campaign going to be run, no big Senate race and we call these orphan districts.\""""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The statement is factual, providing information about electoral districts without clear partisan framing.""}"
0c38a3d1-849e-4244-8dea-5baf9ec60f3a,2026-05-07T20:47:45Z,score_gpt,"{""sentence"": ""The pushback crested with Bill Kristol — still an influential voice among Republican lawmakers — writing a letter to Steele on his Weekly Standard site calling for the RNC leader’s resignation.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports facts without emotionally charged language or subjective interpretations.""}"
411c5298-e967-4576-99ad-d73a7cdcec0b,2026-05-07T20:47:48Z,score_gpt,"{""sentence"": ""The world laughs at us. They won't be laughing if I'm elected president,\"" he said.""}","{""bias_score"": 0.4, ""bias_type"": ""lexical"", ""reasoning"": ""The use of emotionally charged language like 'laughs at us' suggests a negative framing of the opposition.""}"
3e70d0ae-0f12-40ac-9cf6-e51b4c08a195,2026-05-07T20:47:50Z,score_gpt,"{""sentence"": ""The Republicans hit back on Tuesday with a television commercial asserting that the Romney-Ryan Medicare plan was better for older Americans.""}","{""bias_score"": 0.3, ""bias_type"": ""informational"", ""reasoning"": ""The phrase 'hit back' suggests an aggressive stance, which introduces a slight bias in tone towards conflict.""}"
6a494e69-23f6-48d3-bb47-7ad9c139eb42,2026-05-07T20:47:52Z,score_gpt,"{""sentence"": ""\""We need to keep it that way. We want it that way. I think Israel wants it that way. The American people want it that way.""}","{""bias_score"": 0.4, ""bias_type"": ""lexical"", ""reasoning"": ""The repeated phrasing implies subjective opinion rather than objective reporting, which can influence reader perception.""}"
6a7fff18-02cf-4d6a-b9ed-0d71df4fcd38,2026-05-07T20:47:53Z,score_gpt,"{""sentence"": ""And more than a half-dozen House and Senate Democrats also have said they will skip the event, calling it an affront to Obama and the administration as they negotiate with Iran over its nuclear program.""}","{""bias_score"": 0.3, ""bias_type"": ""informational"", ""reasoning"": ""The sentence presents facts about the event and reactions but includes a subjective term 'affront' suggesting a negative connotation towards the event.""}"
0e90d0c6-1a97-432a-b00b-534474fccc4b,2026-05-07T20:47:55Z,score_gpt,"{""sentence"": ""Calling it potentially one of the biggest scams in the history of politics, Trump said he'd like Obama to show his birth certificate.""}","{""bias_score"": 0.7, ""bias_type"": ""lexical"", ""reasoning"": ""The use of 'scams' and direct quotes suggests a charged, negative framing of the subject.""}"
b686a812-b40e-4e18-bb97-065064aeaf4a,2026-05-07T20:47:58Z,score_gpt,"{""sentence"": ""Certainly, as the Washington Examiner's Phillip Klein notes, it will contribute to the general reluctance to talk substantively about Medicare reform out of a concern that it merely invites future attacks.""}","{""bias_score"": 0.45, ""bias_type"": ""informational"", ""reasoning"": ""The sentence suggests a viewpoint on Medicare reform without presenting a balanced perspective or alternative viewpoints.""}"
0bc616a1-36f1-4f33-9a90-71a14ac7c6b0,2026-05-07T20:48:01Z,score_gpt,"{""sentence"": ""He also rejected reports that Obama refused his request for a meeting, pinning the circumstances on a scheduling conflict, as has the White House when pressed on the subject.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information about the meeting request without strong emotional language or partisan framing.""}"
d2db3abc-5f1b-4914-a9b8-f748341ef2ac,2026-05-07T20:48:02Z,score_gpt,"{""sentence"": ""Clinton is not the only government official to use a private email for work.""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents a factual statement without emotionally charged language or subjective interpretation.""}"
3955396d-78ca-4544-beab-dd475cc97457,2026-05-07T20:48:05Z,score_gpt,"{""sentence"": ""\""I'm only interested in Libya if we get the oil,\"" Trump said.""}","{""bias_score"": 0.2, ""bias_type"": ""lexical"", ""reasoning"": ""The quote presents a controversial statement that could shape perceptions of Trump's motivations, leaning towards a negative portrayal of his interests.""}"
85ccc6c4-ff3f-403c-8e65-f2ec3a8e4588,2026-05-07T20:48:07Z,score_gpt,"{""sentence"": ""That’s why I know Hillary will be so good at it,\"" the president said, in the video posted on Clinton's campaign site.""}","{""bias_score"": 0.2, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase 'I know Hillary will be so good at it' reflects a positive endorsement, but is attributed to a specific source.""}"
796297bd-856f-4af6-8542-5831fd259e49,2026-05-07T20:48:09Z,score_gpt,"{""sentence"": ""“WikiLeaks loves its pending publications and ignores those who ask for details,” Assange continued.""}","{""bias_score"": 0.4, ""bias_type"": ""lexical"", ""reasoning"": ""The choice of the word 'loves' suggests an emotional and possibly favorable bias towards WikiLeaks.""}"
a8e90631-079b-475a-bc97-bed3ac09d52b,2026-05-07T20:48:11Z,score_gpt,"{""sentence"": ""Brat said lawmakers “may need to recalibrate public events,” while also suggesting “tighter security” at town halls -- which most congressional lawmakers have scheduled through the summer recess.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports statements from lawmakers without sensational language or overt bias, focusing on factual content.""}"
ff7ccea9-b14c-45df-a29b-fe3c63019dc8,2026-05-07T20:48:12Z,score_gpt,"{""sentence"": ""Party leaders got well above that level.""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The sentence is vague and lacks context, but it does not contain overtly biased language.""}"
07e8e436-8c27-426e-9bd2-d90d117f31ba,2026-05-07T20:48:14Z,score_gpt,"{""sentence"": ""In his latest embrace of the birther strategy, Mr. Trump has invited Tea Party leaders and a legislator from Arizona to his office in Manhattan on Friday morning to discuss a bill moving through the Arizona legislature that would require candidates for president to prove that they are natural born citizens.""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase 'embrace of the birther strategy' implies a negative connotation towards Mr. Trump's actions, suggesting bias in language choice.""}"
e8021fea-c776-441e-8ff1-6d64212623cb,2026-05-07T20:48:17Z,score_gpt,"{""sentence"": ""When it becomes injected or infused with politics, that's a problem.\""""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The use of the term 'infused' suggests a negative connotation towards politics, implying it corrupts or taints the subject matter.""}"
02e5bb8b-7f74-4352-9c6f-cedefef5ff15,2026-05-07T20:48:19Z,score_gpt,"{""sentence"": ""Mr. Obama has shown a certificate of live birth from Hawaii, which is the standard form of birth certificate in the state, and state officials – including the Republican who was governor during the 2008 campaign – have confirmed its authenticity.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information without any loaded language or subjective framing.""}"
1c01daf5-4523-43fb-ab44-b264579cb203,2026-05-07T20:48:20Z,score_gpt,"{""sentence"": ""An NBC News/Wall Street Journal poll last week found that voters favored a Democratic-controlled Congress over a Republican one 46 percent to 41 percent, a spread that has not changed much all year.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual polling data without subjective language or framing.""}"
cdb3866d-e16c-470b-81bf-84c20c6c56ae,2026-05-07T20:48:22Z,score_gpt,"{""sentence"": ""As a backstop, to ensure savings, the law creates a Medicare cost control board.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information about a law without loaded language or subjective interpretation.""}"
f77161e6-ea2c-480d-ad47-bcd58be83ab1,2026-05-07T20:48:25Z,score_gpt,"{""sentence"": ""“I think all of us have, you know, have had concerns about WikiLeaks over the years, and it’s just a reality of American life today, and of life in the wider world.”""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The statement reflects personal opinions without notable bias but suggests a slightly negative view of WikiLeaks.""}"
cc6a2cb3-d6fb-4b53-b31a-5bb8f32d429f,2026-05-07T20:48:27Z,score_gpt,"{""sentence"": ""Trump told NBC News in an interview that plans to decide by June whether to run.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports a factual statement without any loaded language or bias.""}"
9f904fd1-41ac-45ed-b09c-b625c48958ed,2026-05-07T20:48:29Z,score_gpt,"{""sentence"": ""“Therefore, I will go to Washington to address the American Congress, because the American Congress is likely to be the final brake before the agreement between the major powers and Iran,” he said as he toured a military base in southern Israel.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The statement reflects a political action without loaded language or unbalanced framing.""}"
eb3409c8-d10b-4183-a510-1a26120aa026,2026-05-07T20:48:31Z,score_gpt,"{""sentence"": ""\""We're the ones who are offering a plan to save Medicare, to protect Medicare, to strengthen Medicare,\"" Ryan said.""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The sentence directly quotes a politician, limiting bias but suggesting a positive framing of their proposal.""}"
16cea223-5558-4b0d-b337-48fbbafe2d50,2026-05-07T20:48:32Z,score_gpt,"{""sentence"": ""“The world tells Israel, wait, there's still time.""}","{""bias_score"": 0.4, ""bias_type"": ""informational"", ""reasoning"": ""The phrase 'the world tells Israel' implies a collective judgment which may reflect a specific political stance.""}"
08f610c1-9d35-4e3d-b0d7-128a52c76382,2026-05-07T20:48:34Z,score_gpt,"{""sentence"": ""It’s an affront, both to the honor of the Republican party and to the commitment of the soldiers fighting to accomplish the mission they’ve been asked to take on by our elected leaders.""}","{""bias_score"": 0.7, ""bias_type"": ""lexical"", ""reasoning"": ""The use of emotionally charged words like 'affront' indicates a strong bias against the opposing viewpoint.""}"
1ec7435a-ba26-49af-8379-5f4d88e50b99,2026-05-07T20:48:36Z,score_gpt,"{""sentence"": ""The Arizona group said the call from Mr. Trump on Wednesday came unexpectedly, and the group had spent much of the day Thursday scurrying to make travel arrangements to New York.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information without loaded language or a clear angle, indicating a neutral reporting style.""}"
7a45fec6-6b60-4ddb-939e-a81370f82043,2026-05-07T20:48:38Z,score_gpt,"{""sentence"": ""But Moore’s campaign issued a statement saying the report is “baseless” and false.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The statement reflects a direct quote from the campaign, providing their perspective without additional commentary or framing.""}"
baa6fbaa-50e2-49b2-a682-42e1937dadac,2026-05-07T20:48:40Z,score_gpt,"{""sentence"": ""We've got a big challenge, and we've got work to do.\""""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The statement is neutral and focuses on a shared challenge without partisan language or framing.""}"
737f1536-0f2d-4636-9bd1-21c6c7293a52,2026-05-07T20:48:42Z,score_gpt,"{""sentence"": ""In victory, Mr. Brat said that his candidacy had resonated with voters who believed that politics had been dumbed down by partisan infighting.""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The sentence presents Mr. Brat's perspective without overtly biased language, indicating a low level of bias.""}"
cd462ea0-ba9a-47a5-9606-abc3fce8aaaf,2026-05-07T20:48:45Z,score_gpt,"{""sentence"": ""\""I'm not holding anyone's feet to the fire but it wasn't a contest between the tea party and the Republicans and all this,\"" he said.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents a quote that expresses a viewpoint without using loaded language or overtly partisan framing.""}"
a920e6e0-f66b-4fc7-a7b1-ab7767d859a2,2026-05-07T20:48:47Z,score_gpt,"{""sentence"": ""The headline advertising the magazine's story reads, \""THE QUEEN OF RAGE.\""""}","{""bias_score"": 0.3, ""bias_type"": ""lexical"", ""reasoning"": ""The phrase 'QUEEN OF RAGE' uses sensational language that may evoke strong emotions and portray a biased perspective.""}"
529b74b6-fab7-4282-984d-6d240c83539b,2026-05-07T20:48:50Z,score_gpt,"{""sentence"": ""But polls show that many Republicans continue to believe that Mr. Obama was not born in this country, and therefore is not eligible to be president.""}","{""bias_score"": 0.3, ""bias_type"": ""informational"", ""reasoning"": ""The sentence reports a belief without endorsement, but it can imply negativity towards Republicans based on the context of the claim.""}"
8488dadb-f5a3-401d-ac56-a8f49eb9aafc,2026-05-07T20:48:52Z,score_gpt,"{""sentence"": ""\""I know how hard this job can be.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence expresses a personal sentiment without any overt bias or informational slant.""}"
126bd8b3-1e16-4378-908a-e5e6b700e192,2026-05-07T20:48:58Z,score_gpt,"{""sentence"": ""“There’s no place I could go,” he said.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents a personal statement without any biased language or information.""}"
de371d9a-caa8-4f95-aee4-fbee50f3e73f,2026-05-07T20:49:00Z,score_gpt,"{""sentence"": ""Armed school personnel, called school resource officers, would also be required to undergo a \""background investigation, testing, and [have] relevant experience.\""""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information about requirements for armed school personnel without using biased language or framing.""}"
1430d66c-f741-4681-b5c3-e9f123d36256,2026-05-07T20:49:02Z,score_gpt,"{""sentence"": ""Democrats on the Senate Judiciary Committee took a different tack.""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The sentence is neutral and simply describes an action taken by a political group without loaded language.""}"
500c0737-2075-4f51-9db0-a5990495e451,2026-05-07T20:49:04Z,score_gpt,"{""sentence"": ""“Despite the judge’s outstanding performance, his exceptional background, and the extensive support he’s received from people of all political leanings, we know that some Senate Democrats will continue trying to come up with any reason to delay the confirmation process,” Mr. McConnell said of Judge Gorsuch.""}","{""bias_score"": 0.6, ""bias_type"": ""lexical"", ""reasoning"": ""The use of terms like 'outstanding performance' and 'any reason to delay' conveys a positive spin on Gorsuch while disparaging Senate Democrats.""}"
050bf9c5-9167-4960-9976-c6c9bc0c97af,2026-05-07T20:49:07Z,score_gpt,"{""sentence"": ""The FBI is taking over the investigation into the shooting, Alexandria Police Chief Michael Brown said.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents a factual statement regarding a law enforcement action without any discernible bias or emotive language.""}"
a5f61148-b74d-4210-9217-d2f738e7f674,2026-05-07T20:49:08Z,score_gpt,"{""sentence"": ""“Rather than drag out this political charade into 2016 and selectively leak portions of a closed-door interview, the committee should schedule the public hearing, make her records public and refocus its efforts on the attacks in Benghazi,” he said.""}","{""bias_score"": 0.4, ""bias_type"": ""lexical"", ""reasoning"": ""The use of terms like 'political charade' suggests a negative framing towards the committee's actions, indicating partiality in language.""}"
7ac42fa7-a737-4810-9ee2-cd4f0ef12848,2026-05-07T20:49:10Z,score_gpt,"{""sentence"": ""Trump said that if the current fight over budget issues forces a shutdown, \""I think the president will be blamed.\""""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports a statement made by Trump without introducing subjective language or framing.""}"
95bdecfb-3871-495a-88ac-fe52a62344e1,2026-05-07T20:49:12Z,score_gpt,"{""sentence"": ""Among those predicting a flurry of judicial decisions against Mr. Trump was George T. Conway III, a conservative lawyer and the husband of Kellyanne Conway, the president’s counselor.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information about predictions without displaying any judgment or emotive language.""}"
c3caeffd-09c0-4f1d-b31b-f1bf75de0632,2026-05-07T20:49:14Z,score_gpt,"{""sentence"": ""Shortly after Kristol called for his resignation, a GOP operative began pitching the column to reporters, hoping that the meme of Steele’s troubles would spread far and wide.""}","{""bias_score"": 0.3, ""bias_type"": ""informational"", ""reasoning"": ""The sentence presents a factual scenario but implies a negative connotation towards GOP actions regarding Steele's troubles.""}"
42094ff4-19d9-49f8-8373-a7a0f003e915,2026-05-07T20:49:16Z,score_gpt,"{""sentence"": ""And the ObamaCare cuts he referenced would likely come in the form of lower payments to providers.""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The sentence presents factual information about ObamaCare cuts without emotive language or skewed framing.""}"
fab920b6-fb64-47f3-8605-767cd3cead7f,2026-05-07T20:49:18Z,score_gpt,"{""sentence"": ""A Fox News poll released Wednesday shows Obama leading Romney, 49 percent to 44 percent, in Florida.""}","{""bias_score"": 0.1, ""bias_type"": ""none"", ""reasoning"": ""The sentence provides factual information about a poll result without opinion or emotional language.""}"
68d8cad1-aeff-41de-aa56-cc25b85cc75e,2026-05-07T20:49:20Z,score_gpt,"{""sentence"": ""“I have prayed over this,” Corfman told the Post as to why she came forward, “All I know is that I can’t sit back and let this continue, let him continue without the mask being removed.”""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The statement reflects personal conviction without inducing bias through loaded language or unbalanced framing.""}"
c2925128-9a92-47bd-9aa2-166c7ff78bbc,2026-05-07T20:49:22Z,score_gpt,"{""sentence"": ""He claimed that a 2005 tape of him bragging about sexual assault, which was released last fall, was “locker room talk.”""}","{""bias_score"": 0.25, ""bias_type"": ""lexical"", ""reasoning"": ""The use of quotes around 'locker room talk' suggests an attempt to frame the statement in a specific, potentially dismissive, context.""}"
7c8c7687-c471-4e69-a692-1daa58de97a0,2026-05-07T20:49:24Z,score_gpt,"{""sentence"": ""“If Judge Gorsuch can’t achieve 60 votes in the Senate, could any judge appointed by a Republican president be approved with 60 or more votes in the Senate?” Senate Majority Leader Mitch McConnell, R-Ky., asked on Tuesday.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence quotes a political figure's rhetorical question without indicating bias, presenting the information factually.""}"
a3843c19-9d46-440e-9712-e533f11df921,2026-05-07T20:49:26Z,score_gpt,"{""sentence"": ""“I never thought I’d see the day that Eric Cantor would be losing his primary,” said Representative Louise M. Slaughter of New York, the senior Democrat on the House Rules Committee.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents a direct quote without any editorializing or opinion, showing neutrality.""}"
6a9d4103-4459-4053-987f-e7f1e35cabe1,2026-05-07T20:49:29Z,score_gpt,"{""sentence"": ""He said the meeting did not lead to anything, and has denied colluding with the Russian government.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports a statement without using emotionally charged language or manipulating facts.""}"
1d1f0457-aea0-4212-9d41-06579aa11c23,2026-05-07T20:49:30Z,score_gpt,"{""sentence"": ""A senior Israeli official said the government was not consulted on the ad and did not approve it.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence reports a statement from an official without using biased language or omitting context.""}"
dd41105b-0b04-457b-848c-65a9806d4754,2026-05-07T20:49:32Z,score_gpt,"{""sentence"": ""Jared Kushner and Paul Manafort, who was charged last month in Special Counsel Robert Mueller’s probe into Russian collusion, also attended the meeting.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information without loaded language or subjective interpretation.""}"
5c0f4472-5e7f-48fb-b673-9c2d8096aa35,2026-05-07T20:49:34Z,score_gpt,"{""sentence"": ""WASHINGTON ―House Majority Whip Steve Scalise (R-La.) was still in critical condition on Thursday after a lone gunman opened fire Wednesday morning on a group of Republican lawmakers practicing for a congressional baseball game.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information without emotional language or biased framing.""}"
46e2591c-d407-4427-9f4f-dc8cf9e479c0,2026-05-07T20:49:36Z,score_gpt,"{""sentence"": ""Representative Steny H. Hoyer of Maryland, the Democratic whip, resolved to wear a “Team Scalise” shirt to the game.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence is factual and neutral, simply reporting a politician's intention without any partisan language or opinion.""}"
2f264f46-e9dd-4b5d-8b74-8f1c8de77e4a,2026-05-07T20:49:38Z,score_gpt,"{""sentence"": ""Former Minnesota Gov. Tim Pawlenty earned 6 percent, Minnesota Congresswoman Michele Bachmann got 5 percent, former Pennsylvania Sen. Rick Santorum won 3 percent and Mississippi Gov. Haley Barbour received 1 percent support.""}","{""bias_score"": 0.0, ""bias_type"": ""none"", ""reasoning"": ""The sentence presents factual information about election results without any loaded language or subjective interpretation.""}"
db2a9f76-faa9-4f98-b0d4-4abd0afb093a,2026-05-07T20:49:40Z,score_gpt,"{""sentence"": ""“It’s not as if he just didn’t get what he wanted so he’s waving a magic wand and taking a bunch of money,” Mulvaney said.""}","{""bias_score"": 0.2, ""bias_type"": ""none"", ""reasoning"": ""The quote presents a subjective opinion without overtly biased language or framing.""}"
aadfd88b-02b0-46b0-b6ef-2e3e8d689425,2026-05-07T20:49:42Z,score_gpt,"{""sentence"": ""Netanyahu was invited to speak in front of a joint session of Congress by House Speaker John Boehner (R-Ohio), who did not seek approval from the White House before sending the invitation.""}","{""bias_score"": 0.2, ""bias_type"": ""informational"", ""reasoning"": ""The sentence presents factual information without loaded language, but the omission of context around the approval process may imply a subtle bias.""}"
ad494e26-394d-4e58-9691-1c8413ca8a43,2026-05-07T20:49:44Z,score_gpt,"{""sentence"": ""Sanders acknowledged a common political enemy, railing against Trump in his brief remarks to reporters Thursday afternoon and saying he’ll do everything in his power to prevent Trump’s election.""}","{""bias_score"": 0.7, ""bias_type"": ""lexical"", ""reasoning"": ""The use of 'railing against' suggests a negative tone towards Trump, indicating a bias in language choice.""}"
